"","Org.name","Org.code","Number.to.whom.case.finding.is.applied","Number.of.emergency.admissions","Percentage.to.whom.case.finding.is.applied","Number.who.had.a.diagnostic.assessment","Number.with.positive.case.finding.question","Percentage.with.a..diagnostic.assessment","Number.of.cases.referred","Number.with.a.positive.or.inconclusive.diagnostic.assessment","Percentage.of.cases.referred","month","url","revised"
"2361","ROYAL BERKSHIRE NHS FOUNDATION TRUST","RHW","388","429","90%","60","60","100%","43","43","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2362","ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST","RT3","34","34","100%","0","0","-","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2363","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","RH8","468","518","90%","453","453","100%","204","204","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2364","ROYAL FREE LONDON NHS FOUNDATION TRUST","RAL","494","591","84%","200","218","92%","160","160","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2365","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","RA2","234","252","93%","32","33","97%","26","27","96%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2366","ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST","RD1","466","533","87%","41","43","95%","7","7","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2367","SALFORD ROYAL NHS FOUNDATION TRUST","RM3","285","285","100%","36","39","92%","9","10","90%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2368","SALISBURY NHS FOUNDATION TRUST","RNZ","111","118","94%","19","19","100%","15","15","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2369","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","RHQ","702","730","96%","252","252","100%","146","146","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2370","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","RK5","540","599","90%","5","5","100%","4","4","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2371","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR","414","429","97%","46","47","98%","29","29","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2372","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9","214","272","79%","23","30","77%","4","5","80%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2373","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","RJC","191","206","93%","22","24","92%","15","16","94%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2374","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RAJ","380","381","100%","76","76","100%","40","40","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2375","ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST","RJ7","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2376","STOCKPORT NHS FOUNDATION TRUST","RWJ","357","373","96%","31","33","94%","17","17","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2377","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","RMP","322","322","100%","6","6","100%","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2378","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","RBA","168","411","41%","30","30","100%","5","5","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2379","THE CHRISTIE NHS FOUNDATION TRUST","RBV","18","20","90%","1","1","100%","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2380","THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST","REN","8","8","100%","0","0","-","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2381","THE DUDLEY GROUP NHS FOUNDATION TRUST","RNA","491","495","99%","76","76","100%","37","37","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2382","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","RAS","91","176","52%","8","10","80%","7","7","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2383","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD","183","292","63%","14","30","47%","8","11","73%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2384","THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST","RCX","236","252","94%","34","34","100%","34","34","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2385","THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RL1","0","3","0%","0","0","-","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2386","THE ROTHERHAM NHS FOUNDATION TRUST","RFR","270","310","87%","46","47","98%","3","4","75%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2387","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","RDZ","498","499","100%","86","101","85%","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2388","THE ROYAL MARSDEN NHS FOUNDATION TRUST","RPY","10","10","100%","10","10","100%","1","1","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2389","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RRJ","3","4","75%","1","1","100%","1","1","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2390","THE WALTON CENTRE NHS FOUNDATION TRUST","RET","3","6","50%","0","0","-","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2391","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST","RA9","171","470","36%","22","47","47%","7","7","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2392","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","RRV","154","154","100%","22","22","100%","22","22","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2393","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","RM2","274","275","100%","30","30","100%","29","29","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2394","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","RHM","582","592","98%","102","102","100%","31","31","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2395","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","RRK","502","509","99%","25","25","100%","5","5","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2396","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","RA7","316","339","93%","41","41","100%","6","7","86%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2397","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","RTX","335","362","93%","28","28","100%","16","16","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2398","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","RWW","332","356","93%","56","60","93%","11","11","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2399","WEST SUFFOLK NHS FOUNDATION TRUST","RGR","386","386","100%","116","116","100%","116","116","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2400","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","RYR","790","837","94%","90","100","90%","34","34","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2401","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","RBL","691","726","95%","155","155","100%","16","16","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2402","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","RRF","320","325","98%","75","75","100%","75","75","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2403","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","RA4","92","309","30%","36","36","100%","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2404","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","RCB","724","837","86%","121","121","100%","96","96","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2405","","Total ","30,336","34,284","88.48%","5,634","5,908","95.36%","2,531","2,677","94.55%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2406","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2407","Non-Foundation Trusts","","Sep-16","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2408","Org name","Org code","Number to whom case finding is applied","Number of emergency admissions","Percentage to whom case finding is applied","Number who had a diagnostic assessment ","Number with positive case finding question","Percentage with a  diagnostic assessment","Number of cases referred","Number with a positive or inconclusive diagnostic assessment","Percentage of cases referred","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2409","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","RF4","533","568","94%","42","45","93%","39","41","95%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2410","BARTS HEALTH NHS TRUST","R1H","697","796","88%","120","129","93%","97","99","98%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2411","BEDFORD HOSPITAL NHS TRUST","RC1","264","268","99%","4","4","100%","2","3","67%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2412","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","RXH","77","90","86%","27","27","100%","25","27","93%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2413","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","RXQ","318","486","65%","44","44","100%","40","44","91%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2414","CROYDON HEALTH SERVICES NHS TRUST","RJ6","402","421","95%","41","43","95%","43","43","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2415","DARTFORD AND GRAVESHAM NHS TRUST","RN7","146","162","90%","23","23","100%","9","9","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2416","EAST AND NORTH HERTFORDSHIRE NHS TRUST","RWH","407","411","99%","88","88","100%","56","56","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2417","EAST CHESHIRE NHS TRUST","RJN","246","250","98%","12","13","92%","1","10","10%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2418","EAST LANCASHIRE HOSPITALS NHS TRUST","RXR","454","501","91%","111","121","92%","26","27","96%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2419","EAST SUSSEX HEALTHCARE NHS TRUST","RXC","511","540","95%","101","105","96%","62","62","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2420","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","RVR","203","379","54%","52","58","90%","14","16","88%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2421","GEORGE ELIOT HOSPITAL NHS TRUST","RLT","157","174","90%","47","47","100%","1","1","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2422","HINCHINGBROOKE HEALTH CARE NHS TRUST","RQQ","160","193","83%","26","26","100%","22","22","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2423","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","RWA","441","489","90%","41","41","100%","35","35","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2424","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","RYJ","481","494","97%","242","245","99%","29","31","94%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2425","IPSWICH HOSPITAL NHS TRUST","RGQ","406","407","100%","64","68","94%","38","38","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2426","ISLE OF WIGHT NHS TRUST","R1F","1","1","100%","1","1","100%","1","1","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2427","LEEDS TEACHING HOSPITALS NHS TRUST","RR8","636","636","100%","12","12","100%","11","11","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2428","LEWISHAM AND GREENWICH NHS TRUST","RJ2","285","285","100%","33","33","100%","33","33","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2429","LONDON NORTHWEST HEALTHCARE NHS TRUST","R1K","494","500","99%","123","123","100%","13","13","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2430","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","RWF","541","545","99%","88","88","100%","44","46","96%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2431","MID ESSEX HOSPITAL SERVICES NHS TRUST","RQ8","299","332","90%","6","24","25%","6","24","25%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2432","MID YORKSHIRE HOSPITALS NHS TRUST","RXF","310","314","99%","36","36","100%","27","32","84%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2433","NORTH BRISTOL NHS TRUST","RVJ","641","664","97%","27","29","93%","29","30","97%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2434","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","RNL","330","458","72%","180","312","58%","0","8","0%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2435","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","RAP","525","580","91%","284","302","94%","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2436","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","RNS","320","334","96%","49","49","100%","9","9","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2437","NORTHERN DEVON HEALTHCARE NHS TRUST","RBZ","207","243","85%","2","12","17%","2","2","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2438","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","RX1","954","1039","92%","95","95","100%","21","21","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2439","PENNINE ACUTE HOSPITALS NHS TRUST","RW6","463","478","97%","30","37","81%","13","15","87%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2440","PLYMOUTH HOSPITALS NHS TRUST","RK9","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2441","PORTSMOUTH HOSPITALS NHS TRUST","RHU","383","414","93%","85","85","100%","47","47","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2442","ROYAL CORNWALL HOSPITALS NHS TRUST","REF","378","380","99%","36","36","100%","20","20","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2443","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","RQ6","384","406","95%","3","3","100%","2","2","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2444","ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST","RAN","2","2","100%","0","0","-","0","0","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2445","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","RXK","144","154","94%","32","33","97%","14","15","93%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2446","SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","RXW","397","429","93%","49","49","100%","18","18","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2447","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","RVY","108","306","35%","8","8","100%","2","6","33%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2448","ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST","RBN","325","355","92%","50","55","91%","15","16","94%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2449","SURREY AND SUSSEX HEALTHCARE NHS TRUST","RTP","589","622","95%","40","43","93%","40","40","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2450","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","RQW","271","277","98%","120","120","100%","48","51","94%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2451","THE ROYAL WOLVERHAMPTON NHS TRUST","RL4","364","364","100%","15","15","100%","15","15","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2452","THE WHITTINGTON HOSPITAL NHS TRUST","RKE","154","159","97%","32","32","100%","13","13","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2453","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","RWD","899","932","96%","157","167","94%","33","39","85%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2454","UNIVERSITY HOSPITALS OF NORTH MIDLANDS","RJE","517","630","82%","231","256","90%","25","36","69%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2455","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","RKB","441","458","96%","48","48","100%","45","45","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
