"","artist","col2","title","col4","year","medium","col7","Accession_num","unknown_code","acquisition_method","on_display_at","area","area_code","on_display_duplicate","postcode","keywords","col17","col18","col19","col20","col21","col22"
"4939","Williams, Christopher, 1873–1934","NULL","Hero and Leander","NULL","c.1915","oil on canvas","NULL","NMW A 18680","ACNMW_ACNMW_NMWA18680","gift from Ivor Williams, 1973","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4940","Harvey, Gertrude, 1889–1966","NULL","Farmhouse on a Mound","NULL","early 20th C","oil & watercolour on paper","NULL","NMW A 18851","ACNMW_ACNMW_NMWA18851","gift from Fanny Logan Williams, 1920","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Grass","NULL","NULL",NA,NA,NA,NA
"4941","Short, Richard, 1841–1919","NULL","Stormy Weather","NULL","c.1900","oil on canvas","NULL","NMW A 1948","ACNMW_ACNMW_NMWA1948","gift from Richard Short, 1892; transferred from the Cardiff Museum, 1912","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Sky, Ship, Boat, Sailing","NULL","NULL",NA,NA,NA,NA
"4942","Mullock, James Flewitt, 1818–1892","NULL","Gentleman on Horseback","NULL","1843","oil on canvas","NULL","NMW A 1953","ACNMW_ACNMW_NMWA1953","gift from Captain Leonard Twiston Davies, 1953","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Horse, Grass","NULL","NULL",NA,NA,NA,NA
"4943","John, Augustus Edwin, 1878–1961","NULL","Ruth Grant","NULL","mid-20th C","oil on canvas","NULL","NMW A 1976","ACNMW_ACNMW_NMWA1976","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Blouse, Curl, Eye, Gaze, Hair, Hairstyle, Woman","NULL","NULL",NA,NA,NA,NA
"4944","John, Augustus Edwin, 1878–1961","NULL","Mas de Galeron","NULL","c.1937–1950","oil on canvas","NULL","NMW A 1977","ACNMW_ACNMW_NMWA1977","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4945","John, Augustus Edwin, 1878–1961","NULL","Oliver Elton (1861–1945)","NULL","1902","oil on canvas","NULL","NMW A 1978","ACNMW_ACNMW_NMWA1978","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4946","John, Augustus Edwin, 1878–1961","NULL","Father Martin D'Arcy (1888–1978)","NULL","c.1939","oil on canvas","NULL","NMW A 1979","ACNMW_ACNMW_NMWA1979","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Hair","NULL","NULL",NA,NA,NA,NA
"4947","John, Augustus Edwin, 1878–1961","NULL","Magda Aga Fanova","NULL","early 20th C","oil on canvas","NULL","NMW A 1980","ACNMW_ACNMW_NMWA1980","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Hair","NULL","NULL",NA,NA,NA,NA
"4948","John, Augustus Edwin, 1878–1961","NULL","Louise Olgin","NULL","mid-20th C","oil on canvas","NULL","NMW A 1981","ACNMW_ACNMW_NMWA1981","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face, Eye","NULL","NULL",NA,NA,NA,NA
"4949","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Woman","NULL","mid-20th C","oil on canvas","NULL","NMW A 1982","ACNMW_ACNMW_NMWA1982","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Hair, Face","NULL","NULL",NA,NA,NA,NA
"4950","John, Augustus Edwin, 1878–1961","NULL","Mrs Pitt Rivers","NULL","mid-20th C","oil on canvas","NULL","NMW A 1984","ACNMW_ACNMW_NMWA1984","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4951","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Woman","NULL","early 20th C","oil on canvas","NULL","NMW A 1985","ACNMW_ACNMW_NMWA1985","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Eye","NULL","NULL",NA,NA,NA,NA
"4952","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Chinese Woman","NULL","early 20th C","oil on canvas","NULL","NMW A 1986","ACNMW_ACNMW_NMWA1986","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Eye","NULL","NULL",NA,NA,NA,NA
"4953","John, Augustus Edwin, 1878–1961","NULL","Heads of Two Women","NULL","mid-20th C","oil on canvas","NULL","NMW A 1987","ACNMW_ACNMW_NMWA1987","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Hair","NULL","NULL",NA,NA,NA,NA
"4954","John, Augustus Edwin, 1878–1961","NULL","Poppet John (1912–1997)","NULL","c.1940","oil on canvas","NULL","NMW A 1988","ACNMW_ACNMW_NMWA1988","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face, Hair","NULL","NULL",NA,NA,NA,NA
"4955","Harvey, Gertrude, 1889–1966","NULL","Dusk","NULL","early 20th C","oil & watercolour on paper","NULL","NMW A 19884","ACNMW_ACNMW_NMWA19884","gift from Miss Mabel Howell, 1919","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4956","Harvey, Gertrude, 1889–1966","NULL","Landscape","(recto)","early 20th C","oil & watercolour on paper","NULL","NMW A 19885","ACNMW_ACNMW_NMWA19885","gift from Miss Mabel Howell, 1919","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Grass","NULL","NULL",NA,NA,NA,NA
"4957","Harvey, Gertrude, 1889–1966","NULL","Landscape","(verso)","early 20th C","oil & watercolour on paper","NULL","NMW A 19885 R","ACNMW_ACNMW_NMWA19885R","gift from Miss Mabel Howell, 1919","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4958","Harvey, Gertrude, 1889–1966","NULL","The Lonely Farm","NULL","early 20th C","oil & watercolour on paper","NULL","NMW A 19886","ACNMW_ACNMW_NMWA19886","gift from Miss Mabel Howell, 1919","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4959","John, Augustus Edwin, 1878–1961","NULL","Henry John (1907–1935)","NULL","c.1920","oil on panel","NULL","NMW A 1989","ACNMW_ACNMW_NMWA1989","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face, Hair","NULL","NULL",NA,NA,NA,NA
"4960","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Girl","NULL","early 20th C","oil on canvas","NULL","NMW A 1990","ACNMW_ACNMW_NMWA1990","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Eye, Hair","NULL","NULL",NA,NA,NA,NA
"4961","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Girl","NULL","early 20th C","oil on canvas","NULL","NMW A 1991","ACNMW_ACNMW_NMWA1991","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4962","John, Augustus Edwin, 1878–1961","NULL","Sir Archibald Sinclair (1876–1956)","NULL","early 20th C","oil on canvas","NULL","NMW A 1992","ACNMW_ACNMW_NMWA1992","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4963","John, Augustus Edwin, 1878–1961","NULL","Valerie Rogers","NULL","c.1958","oil on canvas","NULL","NMW A 1993","ACNMW_ACNMW_NMWA1993","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4964","John, Augustus Edwin, 1878–1961","NULL","Flowers in a Jug","NULL","c.1950","oil on canvas","NULL","NMW A 1994","ACNMW_ACNMW_NMWA1994","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4965","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Woman","NULL","early 20th C","oil on canvas","NULL","NMW A 1995","ACNMW_ACNMW_NMWA1995","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Hair","NULL","NULL",NA,NA,NA,NA
"4966","John, Augustus Edwin, 1878–1961","NULL","Tristan de Vere Cole (b.1935)","NULL","c.1945","oil on canvas","NULL","NMW A 1996","ACNMW_ACNMW_NMWA1996","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face","NULL","NULL",NA,NA,NA,NA
"4967","John, Augustus Edwin, 1878–1961","NULL","Lady Mary Alington (1902–1936)","NULL","c.1930","oil on canvas","NULL","NMW A 1997","ACNMW_ACNMW_NMWA1997","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4968","John, Augustus Edwin, 1878–1961","NULL","Poppet John (1912–1997)","NULL","c.1935","oil on canvas","NULL","NMW A 1999","ACNMW_ACNMW_NMWA1999","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face, Hair","NULL","NULL",NA,NA,NA,NA
"4969","John, Augustus Edwin, 1878–1961","NULL","Barbara Overton","NULL","c.1937","oil on canvas","NULL","NMW A 2000","ACNMW_ACNMW_NMWA2000","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4970","John, Augustus Edwin, 1878–1961","NULL","David John (1902–1974)","NULL","c.1930","oil on canvas","NULL","NMW A 2001","ACNMW_ACNMW_NMWA2001","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4971","John, Augustus Edwin, 1878–1961","NULL","Louise Olgin","NULL","mid-20th C","oil on canvas","NULL","NMW A 2002","ACNMW_ACNMW_NMWA2002","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4972","John, Augustus Edwin, 1878–1961","NULL","Nicondra McCarthy","NULL","mid-20th C","oil on canvas","NULL","NMW A 2003","ACNMW_ACNMW_NMWA2003","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face, Hair","NULL","NULL",NA,NA,NA,NA
"4973","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Woman","NULL","early 20th C","oil on canvas","NULL","NMW A 2004","ACNMW_ACNMW_NMWA2004","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4974","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Canadian Army Officer","NULL","c.1918","oil on canvas","NULL","NMW A 2005","ACNMW_ACNMW_NMWA2005","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4975","John, Augustus Edwin, 1878–1961","NULL","A West Indian Girl","NULL","c.1940","oil on canvas","NULL","NMW A 2006","ACNMW_ACNMW_NMWA2006","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Head","NULL","NULL",NA,NA,NA,NA
"4976","John, Augustus Edwin, 1878–1961","NULL","Head of a Peasant","NULL","c.1910–1915","oil on canvas","NULL","NMW A 2007","ACNMW_ACNMW_NMWA2007","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face","NULL","NULL",NA,NA,NA,NA
"4977","John, Augustus Edwin, 1878–1961","NULL","Robin John (1904–1988)","NULL","c.1916","oil on canvas","NULL","NMW A 2008","ACNMW_ACNMW_NMWA2008","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Hair","NULL","NULL",NA,NA,NA,NA
"4978","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Woman","NULL","early 20th C","oil on canvas","NULL","NMW A 2009","ACNMW_ACNMW_NMWA2009","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4979","John, Augustus Edwin, 1878–1961","NULL","Dr Hewlett Johnson (1874–1966)","NULL","c.1940","oil on canvas","NULL","NMW A 2010","ACNMW_ACNMW_NMWA2010","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4980","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Jamaican Woman","NULL","c.1937","oil on canvas","NULL","NMW A 2011","ACNMW_ACNMW_NMWA2011","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4981","John, Augustus Edwin, 1878–1961","NULL","Michel Salaman (1879–1971)","NULL","c.1912","oil on canvas","NULL","NMW A 2012","ACNMW_ACNMW_NMWA2012","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4982","John, Augustus Edwin, 1878–1961","NULL","Nicondra McCarthy","NULL","mid-20th C","oil on canvas","NULL","NMW A 2013","ACNMW_ACNMW_NMWA2013","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4983","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Man","NULL","early 20th C","oil on canvas","NULL","NMW A 2014","ACNMW_ACNMW_NMWA2014","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4984","John, Augustus Edwin, 1878–1961","NULL","Ruth Grant","NULL","mid-20th C","oil on canvas","NULL","NMW A 2015","ACNMW_ACNMW_NMWA2015","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4985","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Man","NULL","c.1919","oil on canvas","NULL","NMW A 2016","ACNMW_ACNMW_NMWA2016","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face","NULL","NULL",NA,NA,NA,NA
"4986","John, Augustus Edwin, 1878–1961","NULL","Morley Kennerley (1902–1985)","NULL","c.1925","oil on canvas","NULL","NMW A 2017","ACNMW_ACNMW_NMWA2017","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4987","John, Augustus Edwin, 1878–1961","NULL","Harbour","NULL","early 20th C","oil on canvas","NULL","NMW A 2018","ACNMW_ACNMW_NMWA2018","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Sky, Building","NULL","NULL",NA,NA,NA,NA
"4988","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Jamaican Woman","NULL","c.1937","oil on canvas","NULL","NMW A 2019","ACNMW_ACNMW_NMWA2019","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4989","John, Augustus Edwin, 1878–1961","NULL","Grace","NULL","c.1939","oil on canvas","NULL","NMW A 2020","ACNMW_ACNMW_NMWA2020","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face, Hair","NULL","NULL",NA,NA,NA,NA
"4990","John, Augustus Edwin, 1878–1961","NULL","Ruth Grant","NULL","mid-20th C","oil on canvas","NULL","NMW A 2021","ACNMW_ACNMW_NMWA2021","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4991","John, Augustus Edwin, 1878–1961","NULL","Oliver St John Gogarty (1878–1957)","NULL","c.1917","oil on canvas","NULL","NMW A 2022","ACNMW_ACNMW_NMWA2022","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4992","John, Augustus Edwin, 1878–1961","NULL","Landscape","NULL","early 20th C","oil on canvas","NULL","NMW A 2023","ACNMW_ACNMW_NMWA2023","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4993","John, Augustus Edwin, 1878–1961","NULL","Study of a Woman","(possibly Mrs Randolph Schwabe, 'Birdie')","early 20th C","oil on canvas","NULL","NMW A 2024","ACNMW_ACNMW_NMWA2024","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Hair","NULL","NULL",NA,NA,NA,NA
"4994","John, Augustus Edwin, 1878–1961","NULL","Brigit Macnamara (b.1915)","NULL","c.1937","oil on canvas","NULL","NMW A 2025","ACNMW_ACNMW_NMWA2025","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Head","NULL","NULL",NA,NA,NA,NA
"4995","John, Augustus Edwin, 1878–1961","NULL","Yvonne Macnamara","NULL","early 20th C","oil on canvas","NULL","NMW A 2026","ACNMW_ACNMW_NMWA2026","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Eye, Hair","NULL","NULL",NA,NA,NA,NA
"4996","John, Augustus Edwin, 1878–1961","NULL","A West Indian Girl","NULL","c.1940","oil on canvas","NULL","NMW A 2027","ACNMW_ACNMW_NMWA2027","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4997","John, Augustus Edwin, 1878–1961","NULL","Henry John (1907–1935)","NULL","c.1920","oil on canvas","NULL","NMW A 2028","ACNMW_ACNMW_NMWA2028","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face, Head, Eye, Hair","NULL","NULL",NA,NA,NA,NA
"4998","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Young Man","NULL","mid-20th C","oil on canvas","NULL","NMW A 2029","ACNMW_ACNMW_NMWA2029","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"4999","John, Augustus Edwin, 1878–1961","NULL","Anna John","NULL","mid-20th C","oil on canvas","NULL","NMW A 2030","ACNMW_ACNMW_NMWA2030","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5000","Bonnor, John Houghton Maurice, 1876–1917","NULL","Study","NULL","early 20th C","oil on card","NULL","NMW A 20517","ACNMW_ACNMW_NMWA20517","gift from Mrs Easton, 1980","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5001","Bonnor, John Houghton Maurice, 1876–1917","NULL","A Village Scene","NULL","early 20th C","oil on canvas","NULL","NMW A 20520","ACNMW_ACNMW_NMWA20520","gift from Mrs Easton, 1980","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","House, Cottage, Village, Grass","NULL","NULL",NA,NA,NA,NA
"5002","Bonnor, John Houghton Maurice, 1876–1917","NULL","Design","NULL","early 20th C","oil on canvas","NULL","NMW A 20530","ACNMW_ACNMW_NMWA20530","gift from Mrs Easton, 1980","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5003","John, Augustus Edwin, 1878–1961","NULL","Printemps","NULL","early 20th C","oil on canvas","NULL","NMW A 2067","ACNMW_ACNMW_NMWA2067","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5004","John, Augustus Edwin, 1878–1961","NULL","Pamela Grove","NULL","mid-20th C","oil on canvas","NULL","NMW A 2068","ACNMW_ACNMW_NMWA2068","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5005","John, Augustus Edwin, 1878–1961","NULL","Eileen Hawthorne","NULL","c.1930","oil on canvas","NULL","NMW A 2069","ACNMW_ACNMW_NMWA2069","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5006","John, Augustus Edwin, 1878–1961","NULL","Poppet John (1912–1997)","NULL","c.1928","oil on canvas","NULL","NMW A 2070","ACNMW_ACNMW_NMWA2070","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Hair","NULL","NULL",NA,NA,NA,NA
"5007","John, Augustus Edwin, 1878–1961","NULL","Miss Baron","NULL","early 20th C","oil on canvas","NULL","NMW A 2071","ACNMW_ACNMW_NMWA2071","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5008","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Woman","NULL","mid-20th C","oil on canvas","NULL","NMW A 2072","ACNMW_ACNMW_NMWA2072","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
