"","code","fullurl","ratings","F.F.score","patients","surgeryname","address","accepting","url","male","female"
"5543",35157,NA,NA,"YES","14196","Longford Street Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35157","
                    GPs at this practice
                    7"," and 2 female GPs
                    
                "
"5544",44447,NA,NA,"YES","8170","Dr T Gair & Partners - Flockton Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44447","
                    GPs at this practice
                    2"," and 3 female GPs
                    
                "
"5545",36426,NA,NA,"YES","11967","Ridgeway View Family Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36426","
                    GPs at this practice
                    2"," and 5 female GPs
                    
                "
"5546",36011,NA,NA,"YES","14821","Belton Branch Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36011","
                    GPs at this practice
                    5"," and 4 female GPs
                    
                "
"5547",42853,NA,NA,"YES","11166","Dr. Lowenthal",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42853","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"5548",44416,NA,NA,"NO","7712","The Lakeside Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44416","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                        Additional languages spoken
                        Spanish
                    
                "
"5549",36856,NA,NA,"YES","8155","Askern Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36856","        
            Additional information
            The Surgery is open on alternate Saturdays from 9.00am - 11.30 am.  

        ",NA
"5550",44094,NA,NA,"YES","10507","Colne Valley Group Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44094","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"5551",130678,NA,NA,"YES","10507","Marsden Health Centre",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=130678","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"5552",35563,NA,NA,"YES","11967","Cornerstone Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35563","        
            Additional information
            Our late night facilities have changed to offer later appointments every other Thursday evening starting on 23rd September 2010.
 
 

        ",NA
"5553",40930,NA,NA,"YES","11967","Station House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40930","
                    GPs at this practice
                    2"," and 4 female GPs
                    
                "
"5554",36687,NA,NA,"YES","10600","Field Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36687","
                    GPs at this practice
                    5"," and 4 female GPs
                    
                "
"5555",36838,NA,NA,"YES","5900","Park View Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36838","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"5556",45827,NA,NA,"YES","9694","The Eric Moore Partnership",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45827","        
            Additional information
            Please note that phone lines are only available from 8:00am until 6:30pm Monday - Friday.
        ",NA
"5557",43240,NA,NA,"YES","2559","4 Seasons Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43240","
                    GPs at this practice
                    0"," and 1 female GP
                    
                "
"5558",39470,NA,NA,"YES","6042","The Parks Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39470","        
            Additional information
            URGENT CARE CENTRE INCORPORATING THE WALK-IN-CENTRE

This service can deal with problems such as strains and sprains, bites and stings, muscle and joint injuries, contraceptive advice and emergency contraception, skin complaints, stomach upsets and coughs and flu like symptom.  The centre is situated in the new Oldham Intergrated Care Centre next to the bus station, 
Oldham Town Centre.

Opening Times 08:00 20:00 7 days a week.  Tele 0161 621 3737
(PLEASE CHECK OPENING TIMES DURING PUBLIC HOLIDAYS)

You can also ask your Pharmacy for help and advice.
        ",NA
"5559",42454,NA,NA,"YES","16802","The Royton & Crompton Family Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42454","
                    GPs at this practice
                    7"," and 3 female GPs
                    
                "
"5560",38664,NA,NA,"YES","4245","Royton Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38664","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                        Additional languages spoken
                        Polish
                    
                "
"5561",40503,NA,NA,"YES","12177","Knebworth And Marymead Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40503","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                "
"5562",43766,NA,NA,"YES","9310","Dr Brook And Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43766","        
            Additional information
            EXTENDED HOURS AND NHS WALK IN CENTRE

If you would like a routine appointment outside of normal surgery hours you can access the Extended Hours Service based at Out of Hours Clinic at Lower Ground Floor, 1829 Building, Countess of Chester Health Park, Chester where appointments are available at different locations from 6.30 pm - 8.00 pm Monday to Friday and 10.00 am - 12 noon on Saturday mornings.  These appointments can be booked up to 2 weeks in advance. 
Call Extended Hours on 01244 385422.  Phone lines open 8.00 am to 6.00 pm. They may also be able to offer you an appointment at one of the other centres in Ellesmere Port, Helsby or Tattenhall if Out of Hours Clinic at Countes of Chester Health Park is not convenient to you.
        ",NA
"5563",40720,NA,NA,"YES","6579","Lambourn Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40720","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"5564",37692,NA,NA,"YES","6641","Old Leake Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37692","
                    GPs at this practice
                    5"," and 2 female GPs
                    
                "
"5565",40594,NA,NA,"NO","5784","Dr Bajwa And Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40594","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"5566",41637,NA,NA,"YES","6656","Whittaker Lane Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41637","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"5567",38956,NA,NA,"NO","7283","Stretham Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38956","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                "
"5568",38023,NA,NA,"YES","9748","Dr Hamilton",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38023","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"5569",41564,NA,NA,"YES","9489","Peterloo Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41564","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"5570",37366,NA,NA,"YES","10387","Folly Lane Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37366","
                    GPs at this practice
                    3"," and 5 female GPs
                    
                "
"5571",45233,NA,NA,"YES","9593","The Lakes Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45233","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"5572",38556,NA,NA,"YES","3209","Middleton Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38556","
                    GPs at this practice
                    0"," and 1 female GP
                    
                "
"5573",46885,NA,NA,"YES","27231","Hambleden Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=46885","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"5574",44621,NA,NA,"YES","10253","Market Rasen Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44621","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"5575",41125,NA,NA,"YES","3086","The Village Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41125","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"5576",36292,NA,NA,"YES","9428","Oak Gables Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36292","
                    GPs at this practice
                    3"," and 3 female GPs
                    
                "
"5577",45060,NA,NA,"YES","14312","Kings Langley Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45060","        
            Additional information
            We offer extended clinical sessions as follows:

Monday 18.30 – 19.30 at Kings Langley,
Tuesday 07.00 – 08.00 at Bovingdon,
Tuesday 18.30 – 19.30 at Kings Langley and
Wednesday 07.00 – 08.00 at Kings Langley

The early morning and late evening surgeries are specifically aimed at our patients who work out of the area and have difficulty in attending during the day. 
We request that patients do not book these appointments when they are able to attend between 8am and 6.30pm 

        ",NA
"5578",36419,NA,NA,"YES","6068","Mill Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36419","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                        Additional languages spoken
                        Urdu
                    
                "
"5579",43008,NA,NA,"YES","3331","Haverfield Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43008","
                    GPs at this practice
                    0"," and 1 female GP
                    
                        Additional languages spoken
                        Greek
                    
                "
"5580",36153,NA,NA,"YES","12789","The Sides Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36153","
                    GPs at this practice
                    4"," and 3 female GPs
                    
                "
"5581",36040,NA,NA,"YES","9748","Goring & Woodcote Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36040","        
            Additional information
            The Practice offers extended opening hours on alternative Saturdays (alternating between our Goring & Woodcote Surgeries) and one evening a week from 6.30 p.m. - 8.00 p.m.  Please contact the Practice for further details.

        ",NA
"5582",41641,NA,NA,"YES","14821","Jubilee Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41641","
                    GPs at this practice
                    5"," and 4 female GPs
                    
                "
"5583",41361,NA,NA,"YES","7189","Lepton And Kirkheaton Surgeries",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41361","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"5584",41371,NA,NA,"YES","11689","The Poplars Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41371","
                    GPs at this practice
                    6"," and 2 female GPs
                    
                "
"5585",35282,NA,NA,"NO","5076","Waterbeach Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35282","        
            Additional information
            Extended hours are offered every week on a Wednesday and Thursday mornings from 6.45am.

Wednesday evenings are no longer available.

Routine Surgery Closures to be announced for 2016/17




        ",NA
"5586",44999,NA,NA,"YES","8251","Hood Manor Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44999","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"5587",37619,NA,NA,"NO","10710","Brookfields Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37619","
                    GPs at this practice
                    2"," and 5 female GPs
                    
                        Additional languages spoken
                        Bengali, Hindi, German, Italian
                    
                "
"5588",42287,NA,NA,"YES","9141","Durnford Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42287","
                    GPs at this practice
                    5"," and 1 female GPs
                    
                "
"5589",41828,NA,NA,"YES","6262","Culverhay Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41828","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                "
"5590",38737,NA,NA,"NO","6526","The Almondbury Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38737","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"5591",42688,NA,NA,"YES","4828","Doctor's Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42688","        
            Additional information
            The practice  doors and telephone lines are open each day from 08:00am it does not close for lunch. The practice closes one afternoon a month for training. 
        ",NA
"5592",35553,NA,NA,"YES","6269","Newsome Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35553","        
            Additional information
            The nurses now work extended hours on a Wednesday evening from 6.30pm until 8.00pm
        ",NA
"5593",35717,NA,NA,"YES","12860","Chapelthorpe",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35717","
                    GPs at this practice
                    3"," and 5 female GPs
                    
                "
"5594",41176,NA,NA,"NO","7130","East Barnwell Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41176","
                    GPs at this practice
                    3"," and 3 female GPs
                    
                "
"5595",38633,NA,NA,"YES","4293","ROCHDALE ROAD MEDICAL CENTRE",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38633","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                        Additional languages spoken
                        Hindi, Punjabi, Urdu
                    
                "
"5596",37228,NA,NA,"YES","12988","Lodge Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37228","
                    GPs at this practice
                    3"," and 7 female GPs
                    
                "
"5597",41668,NA,NA,"YES","11961","Silverdale Medical Practice ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41668","
                    GPs at this practice
                    4"," and 2 female GPs
                    
                "
"5598",36997,NA,NA,"YES","5211","Longfield Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36997","
                    GPs at this practice
                    2"," and 0 female GPs
                    
                "
"5599",43168,NA,NA,"YES","11150","Fairfax Group Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43168","
                    GPs at this practice
                    5"," and 1 female GPs
                    
                "
"5600",43981,NA,NA,"YES","9523","College Lane Surgery - Branch at Thorpe Audlin Surgery ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43981","        
            Additional information
            Saturdays are part of ""Extended Hours"" please check with reception to pre-book an appointment and the availability.
        ",NA
"5601",39295,NA,NA,"NO DATA","NO","Colne Valley Family Doctors",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39295","        
            Additional information
            The surgery will be closed on the following Tuesday afternoons from 13.00 pm for training:
20th January 2015
17th February 2015
17th March 2015
21st April 2015
19th May 2015
16th June 2015
21st July 2015
18th August 2015
15th September 2015
20th October 2015
17th November 2015
15th December 2015
19th January 2016
        ",NA
"5602",37176,NA,NA,"YES","13211","Tower House Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37176","
                    GPs at this practice
                    4"," and 2 female GPs
                    
                        Additional languages spoken
                        Akan
                    
                "
"5603",36434,NA,NA,"YES","13691","Grove House Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36434","
                    GPs at this practice
                    1"," and 5 female GPs
                    
                "
"5604",38881,NA,NA,"YES","8530","Chipping Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38881","        
            Additional information
            We have pre-bookable early morning appointments to see a GP specifically aimed at commuters & full time workers but anyone is welcome. Please telephone 01453 842214 or book online via our website.
PLEASE NOTE;~ when attending for an early morning appointment please use the entrance at the back of the building - you will see a waiting room - please take a seat and the Doctor will call you through when they are free.

        ",NA
"5605",44253,NA,NA,"NO DATA","4759","CCA Care Partnership Chapelford",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44253","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"5606",37276,NA,NA,"YES","4257","The Birches Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37276","
                    GPs at this practice
                    0"," and 3 female GPs
                    
                        Additional languages spoken
                        Hindi
                    
                "
"5607",45039,NA,NA,"NO","8117","The Queen Edith Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45039","
                    GPs at this practice
                    3"," and 5 female GPs
                    
                        Additional languages spoken
                        French, Italian
                    
                "
"5608",43131,NA,NA,"NO","16215","BRIDGE COTTAGE SURGERY",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43131","        
            Additional information
            Our surgery is open from 8am to 6pm Monday to Friday.  We do not close for lunch.  We are closed on all bank holidays,

        ",NA
"5609",38122,NA,NA,"YES","2120","Dr Laurence Howard Sherman",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38122","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"5610",40588,NA,NA,"YES","9803","Meltham Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40588","
                    GPs at this practice
                    2"," and 3 female GPs
                    
                "
"5611",36783,NA,NA,"NO","4721","Lockwood Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36783","        
            Additional information
            If your medical problem genuinely cannot wait until the next routine appointment please discuss your symptoms with the Receptionist and if appropriate you will be booked into a same day appointment. A GP is on call each day for same day requests to be seen and these consulation times are in addition to the above documented routine appointments.

To enable us to provide care to patients who genuinely require urgent medical services please take every opportunity to plan your care with us. In doing so you can avoid turning a routine medical  problem into an urgent medical problem.

The Surgery is closed for clinical governance/training on one Tuesday afternoon per month.  The surgery will close at 1p.m and will re-open at 8.30a.m the following day.  The training closure dates are as follows:-  17/5/16, 21/6/16, 19/7/16, 16/8/16, 20/9/16, 18/10/16, 15/11/16, 20/12/16, 17/1/17.
If you require medical attention for a problem that cannot wait until the surgery re-opens then please call 111 or if the problem is life threatening then please call 999.



        ",NA
"5612",35808,NA,NA,"YES","4355","Family Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35808","
                    GPs at this practice
                    2"," and 0 female GPs
                    
                        Additional languages spoken
                        Malay
                    
                "
"5613",36988,NA,NA,"YES","3968","Western Ave Medical Ctre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36988","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"5614",36025,NA,NA,"NO","11302","Cornford House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36025","
                    GPs at this practice
                    2"," and 4 female GPs
                    
                "
"5615",41622,NA,NA,"YES","9523","College Lane Surgery ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41622","        
            Additional information
            Tuesday we open from 07:00 am for prebooked consultations only.  
Saturdays we offer appointments on alternate weeks, 

These are ""Extended Hours"" and at these times we offer GP and Nurse appointments which are pre-bookable.

Please contact reception for the availability and booking options.  

        ",NA
"5616",36817,NA,NA,"YES","10655","Cherrymead Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36817","
                    GPs at this practice
                    0"," and 3 female GPs
                    
                "
"5617",44653,NA,NA,"YES","8294","Woodside Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44653","        
            Additional information
            Please note that there has been a change in opening and closing times. These changes are to allow access to the practice and access to the telephone lines only until GP/Nurse surgeries commence 
        ",NA
"5618",43036,NA,NA,"YES","14529","Penketh Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43036","
                    GPs at this practice
                    1"," and 7 female GPs
                    
                "
"5619",41682,NA,NA,"YES","5175","Drs Shamsee, Ward & Wilding Slaithwaite Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41682","        
            Additional information
            The Saturday morning clinic:   Please contact reception for details.

        ",NA
"5620",46137,NA,NA,"YES","23273","Sandal Castle Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=46137","        
            Additional information
            Saturday Surgeries which are held at Almshouse Surgery are for pre-booked routine appointments only. There is no reception service.
        ",NA
"5621",39610,NA,NA,"YES","9968","Dr Russell And Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39610","        
            Additional information
            Ring 01244 364700 for an appointment between 6.30pm and 8.00pm weekdays or Saturdays between 10.00am and 12noon. 
Appointments are at:
St Martin's Clinic Chester – Monday-Friday and Saturdays mornings
Ellesmere Port Hospital – Monday-Friday and Saturday am
Helsby Health Centre - Monday and Tuesday
Rookery Surgery - Wednesday, Thursday, Friday and Saturday am

        ",NA
"5622",36260,NA,NA,"NO","10161","Grange Street Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36260","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"5623",38106,NA,NA,"YES","2241","Windermere Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38106","
                    GPs at this practice
                    1"," and 0 female GP
                    
                        Additional languages spoken
                        Punjabi, Urdu
                    
                "
"5624",41819,NA,NA,"YES","8991","Lattimore Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41819","        
            Additional information
            We offer commuter surgeries on Monday evenings between 6.30pm and 8.30pm.  These alternate weekly between the Lattimore and Village surgeries sites.  By appointment only.
        ",NA
"5625",41328,NA,NA,"YES","13246","Harvey Group Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41328","
                    GPs at this practice
                    4"," and 6 female GPs
                    
                        Additional languages spoken
                        Bengali, Hindi
                    
                "
"5626",43409,NA,NA,"NO","8962","Shelford Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43409","
                    GPs at this practice
                    4"," and 5 female GPs
                    
                "
"5627",43951,NA,NA,"YES","15211","St Mary's Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43951","        
            Additional information
            Further details of the services provided at St Marys Surgery can be found at www.stmarysely.nhs.uk

        ",NA
"5628",40675,NA,NA,"NO","20903","Parkbury House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40675","        
            Additional information
            Parkbury House Surgery is complimented by an on site Pharmacy open 100 hours per week.  The Pharmacy is open 07:00 throughto 22:00 weekdays and 09:00 through to 21:00 Saturday and 20:00 Sunday.
        ",NA
"5629",46419,NA,NA,"NO DATA","5139","Culcheth Primary Care Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=46419","        
            Additional information
            Please note that the Practice is usually closed on the last Thursday of every month for Protected Learning time for the clinicians and staff.
        ",NA
"5630",36211,NA,NA,"YES","10646","Dr. Corp And Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36211","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"5631",37517,NA,NA,"YES","7168","Culcheth Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37517","        
            Additional information
            Please note that the Practice telephoneis manned Monday to Friday 8.30am until 6.30pm. 

        ",NA
"5632",43369,NA,NA,"YES","6042","Dr Sk Pal & Partner",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43369","        
            Additional information
            Although the Trent Road Surgery is only open in the morning for GP appointments patients can attend the Royton Surgery were there are a range of appointments times avaiable.

URGENT CARE CENTRE INCORPORATING THE WALK-IN-CENTRE 

This service can deal with problems such as strains and sprains, bites and stings, muscle and joint injuries, contraceptive advice and emergency contraception, skin complaints, stomach upsets and coughs and flu like symptom. The centre is situated in the new Oldham Intergrated Care Centre next to the bus station, Oldham Town Centre. 

Opening Times 08:00 20:00 7 days a week. Tele 0161 621 3737 

(PLEASE CHECK OPENING TIMES DURING PUBLIC HOLIDAYS) 

You can also ask your Pharmacy for help and advice.
..
        ",NA
"5633",44362,NA,NA,"YES","5605","St Johns Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44362","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                "
"5634",130452,NA,NA,"YES","33272","Barley Surgery",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=130452","        
            Additional information
            Please note that the practices will be closed Christmas day and Boxing Day 25th and 26th December 2017 and New Year's Day Monday 1st January 2018
        ",NA
"5635",44830,NA,NA,"YES","8170","Middlestown",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44830","
                    GPs at this practice
                    2"," and 4 female GPs
                    
                        Additional languages spoken
                        French
                    
                "
"5636",36818,NA,NA,"YES","18803","The Maltings Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36818","
                    GPs at this practice
                    4"," and 10 female GPs
                    
                "
"5637",40185,NA,NA,"YES","14268","Messingham Family Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40185","
                    GPs at this practice
                    1"," and 4 female GPs
                    
                "
"5638",41474,NA,NA,"YES","2445","Dr Hafiz Rehman",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41474","        
            Additional information
            Should you require urgent medical care that cannot wait until we are open, please call 111 for medical advice and/or treatment. 
        ",NA
"5639",40992,NA,NA,"YES","5055","Brook Street Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40992","
                    GPs at this practice
                    2"," and 0 female GPs
                    
                        Additional languages spoken
                        Punjabi
                    
                "
"5640",42835,NA,NA,"YES","9646","The Waterloo Practice ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42835","        
            Additional information
            Late surgery on Mondays, last appointments 8.00pm, may be moved to another day of the week. Please check with the practice. Three doctors sit in this late surgery each week. There is no telephone service or emergency appointments during these hours and limited reception service. Up and coming dates are: Tuesday 10th May, Wednesday 18th May, Monday 23rd May and Thursday 2nd June 2016.
 
 

        ",NA
